orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
85988104_218,218,WS30,Buy,2024-10-17 15:38:15,2024-10-17 17:02:21,43251.0,43251.0,1.56,0,24314.37,WS30_H1_220612010sl,WS30_H1_220612010[sl],43251.0,43706.0,0,-1.01
85970805_218,218,WS30,Buy,2024-10-14 18:15:01,2024-10-15 16:04:58,43032.0,43028.0,1.56,-5.72,24314.37,WS30_H1_220612010sl,WS30_H1_220612010[sl],43032.0,43487.0,-11.11,-1
85949343_218,218,WS30,Buy,2024-10-11 16:34:07,2024-10-11 16:35:09,42693.0,42638.0,1.56,-78.44,24314.37,WS30_H1_220612010sl,WS30_H1_220612010[sl],42637.0,43147.0,0,-1
85926986_218,218,WS30,Buy,2024-10-09 16:45:27,2024-10-09 17:25:03,42267.0,42212.0,1.56,-78.35,24314.37,WS30_H1_220612010sl,WS30_H1_220612010[sl],42212.0,42722.0,0,-1
85857950_218,218,WS30,Buy,2024-10-07 01:00:05,2024-10-07 03:03:55,42398.0,42397.0,1.56,-1.42,24314.37,WS30_H1_220612010sl,WS30_H1_220612010[sl],42398.0,42849.0,0,-1
86063081_218,218,WS30,Buy,2024-11-01 17:29:39,2024-11-01 17:37:25,42313.0,42257.0,1.56,-80.5,24232.86,WS30_H1_220612010sl,WS30_H1_220612010[sl],42256.0,42766.0,0,-1.01
86136779_218,218,WS30,Buy,2024-11-05 19:33:00,2024-11-05 20:11:22,42257.0,42257.0,1.56,0,23599.75,WS30_H1_220612010sl,WS30_H1_220612010[sl],42257.0,42714.0,0,-1
86168975_218,218,WS30,Buy,2024-11-08 17:27:45,2024-11-08 18:42:09,44013.0,44013.0,1.56,0,24274.88,WS30_H1_220612010sl,WS30_H1_220612010[sl],44013.0,44468.0,0,-1.02
86191545_218,218,WS30,Buy,2024-11-11 16:30:09,2024-11-11 20:06:26,44295.0,44295.0,1.56,0,24273.86,WS30_H1_220612010sl,WS30_H1_220612010[sl],44295.0,44750.0,0,-1.02
86208751_218,218,WS30,Buy,2024-11-21 14:15:28,2024-11-21 16:30:42,43599.0,43541.0,1.56,-85.96,23826.13,WS30_H1_220612010sl,WS30_H1_220612010[sl],43543.0,44053.0,0,-1.04
86296321_218,218,WS30,Buy,2024-11-22 16:42:40,2024-11-22 17:04:11,44160.0,44160.0,1.56,0,23825.08,WS30_H1_220612010sl,WS30_H1_220612010[sl],44160.0,44613.0,0,-1.05
86320332_218,218,WS30,Buy,2024-11-27 04:24:22,2024-11-27 06:50:13,44955.0,44899.0,1.56,-83.35,23194.35,WS30_H1_220612010sl,WS30_H1_220612010[sl],44899.0,45409.0,0,-1.04
86359056_218,218,WS30,Buy,2024-12-04 16:32:10,2024-12-04 17:03:36,45019.0,44962.0,1.56,-84.63,23657.66,WS30_H1_220612010sl,WS30_H1_220612010[sl],44962.0,45472.0,0,-1.04
86393298_218,218,WS30,Buy,2024-12-20 18:16:58,2024-12-20 22:31:12,43006.0,43006.0,1.56,0,25936.44,WS30_H1_220612010sl,WS30_H1_220612010[sl],43006.0,43459.0,0,-1.05
86692261_218,218,WS30,Buy,2025-01-21 16:43:38,2025-01-21 17:01:41,43767.0,43768.0,2.22,2.14,28815.14,WS30_H1_220612010sl,WS30_H1_220612010[sl],43767.0,44222.0,0,-1.5
86682587_218,218,WS30,Buy,2025-01-20 16:40:46,2025-01-20 17:17:15,43774.0,43713.0,2.22,-130.03,28815.14,WS30_H1_220612010sl,WS30_H1_220612010[sl],43712.0,44222.0,0,-1.49
86662941_218,218,WS30,Buy,2025-01-17 16:12:38,2025-01-20 01:11:48,43465.0,43466.0,2.22,2.16,28815.14,WS30_H1_220612010sl,WS30_H1_220612010[sl],43465.0,43920.0,-46.04,-1.51
86652826_218,218,WS30,Buy,2025-01-15 13:46:32,2025-01-15 14:24:29,42712.0,42711.0,2.22,-2.15,28815.14,WS30_H1_220612010sl,WS30_H1_220612010[sl],42712.0,43166.0,0,-1.51
86630942_218,218,WS30,Buy,2025-01-14 10:18:50,2025-01-14 13:22:26,42444.0,42444.0,2.22,0,28815.14,WS30_H1_220612010sl,WS30_H1_220612010[sl],42444.0,42899.0,0,-1.51
