orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
0_220804004_B,155,XAUUSD_M1_2,Buy,2012-06-01 15:00:00,2012-06-01 16:00:00,1573.33,1596.53,0.1,231.21,None,PT,,None,None,None,None
1_220804004_B,155,XAUUSD_M1_2,Buy,2012-06-19 10:00:00,2012-06-19 15:00:00,1632.47,1626.65,0.1,-59.02,None,SL,,None,None,None,None
10_220804004_B,155,XAUUSD_M1_2,Buy,2012-09-19 09:00:00,2012-09-19 12:00:00,1777.75,1771.93,0.1,-59.09,None,SL,,None,None,None,None
100_220804004_B,155,XAUUSD_M1_2,Buy,2015-07-31 16:00:00,2015-07-31 17:00:00,1101.85,1096.03,0.1,-58.75,None,SL,,None,None,None,None
101_220804004_B,155,XAUUSD_M1_2,Buy,2015-08-07 16:00:00,2015-08-07 18:00:00,1093.97,1096.32,0.1,22.95,None,TrailingStop,,None,None,None,None
102_220804004_B,155,XAUUSD_M1_2,Buy,2015-08-19 10:00:00,2015-08-19 17:00:00,1122.79,1126.19,0.1,33.44,None,TrailingStop,,None,None,None,None
103_220804004_B,155,XAUUSD_M1_2,Buy,2015-09-16 15:00:00,2015-09-16 16:00:00,1110.42,1113.13,0.1,26.54,None,TrailingStop,,None,None,None,None
104_220804004_B,155,XAUUSD_M1_2,Buy,2015-09-24 16:00:00,2015-09-24 17:00:00,1139.89,1151.93,0.1,119.83,None,TrailingStop,,None,None,None,None
105_220804004_B,155,XAUUSD_M1_2,Buy,2015-10-09 10:00:00,2015-10-09 16:00:00,1153.63,1155.25,0.1,15.62,None,TrailingStop,,None,None,None,None
106_220804004_B,155,XAUUSD_M1_2,Buy,2015-10-14 01:00:00,2015-10-14 05:00:00,1169.0,1172.58,0.1,35.22,None,TrailingStop,,None,None,None,None
107_220804004_B,155,XAUUSD_M1_2,Buy,2015-10-28 07:00:00,2015-10-28 10:00:00,1169.64,1170.25,0.1,5.52,None,TrailingStop,,None,None,None,None
108_220804004_B,155,XAUUSD_M1_2,Buy,2015-11-16 03:00:00,2015-11-16 08:00:00,1093.55,1094.32,0.1,7.15,None,TrailingStop,,None,None,None,None
109_220804004_B,155,XAUUSD_M1_2,Buy,2015-12-04 16:00:00,2015-12-04 19:00:00,1074.63,1086.08,0.1,113.96,None,TrailingStop,,None,None,None,None
11_220804004_B,155,XAUUSD_M1_2,Buy,2012-09-21 15:00:00,2012-09-21 16:00:00,1779.35,1785.65,0.1,62.11,None,TrailingStop,,None,None,None,None
110_220804004_B,155,XAUUSD_M1_2,Buy,2015-12-11 16:00:00,2015-12-11 22:00:00,1076.43,1076.95,0.1,4.66,None,TrailingStop,,None,None,None,None
111_220804004_B,155,XAUUSD_M1_2,Buy,2015-12-21 16:00:00,2015-12-21 17:00:00,1078.31,1078.63,0.1,2.66,None,TrailingStop,,None,None,None,None
112_220804004_B,155,XAUUSD_M1_2,Buy,2016-01-04 15:00:00,2016-01-04 16:00:00,1075.3,1077.6,0.1,22.46,None,TrailingStop,,None,None,None,None
113_220804004_B,155,XAUUSD_M1_2,Buy,2016-01-19 10:00:00,2016-01-19 12:00:00,1093.31,1087.49,0.1,-58.75,None,SL,,None,None,None,None
114_220804004_B,155,XAUUSD_M1_2,Buy,2016-01-20 05:00:00,2016-01-20 11:00:00,1093.31,1094.43,0.1,10.65,None,TrailingStop,,None,None,None,None
115_220804004_B,155,XAUUSD_M1_2,Buy,2016-02-01 17:00:00,2016-02-01 23:00:00,1127.99,1128.58,0.1,5.34,None,TrailingStop,,None,None,None,None
116_220804004_B,155,XAUUSD_M1_2,Buy,2016-02-11 02:00:00,2016-02-11 03:00:00,1198.88,1207.43,0.1,84.9,None,TrailingStop,,None,None,None,None
117_220804004_B,155,XAUUSD_M1_2,Buy,2016-02-24 12:00:00,2016-02-24 13:00:00,1234.53,1235.22,0.1,6.28,None,TrailingStop,,None,None,None,None
118_220804004_B,155,XAUUSD_M1_2,Buy,2016-03-01 03:00:00,2016-03-01 04:00:00,1242.93,1245.53,0.1,25.38,None,TrailingStop,,None,None,None,None
119_220804004_B,155,XAUUSD_M1_2,Buy,2016-03-03 16:00:00,2016-03-03 20:00:00,1248.46,1256.0,0.1,74.78,None,TrailingStop,,None,None,None,None
12_220804004_B,155,XAUUSD_M1_2,Buy,2012-09-27 18:00:00,2012-09-27 20:00:00,1774.99,1776.32,0.1,12.41,None,TrailingStop,,None,None,None,None
