orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
86686412_250,250,EURUSD,Buy,2025-01-20 15:31:41,2025-01-20 16:02:33,1.03578,1.04034,0.49,214.78,28815.14,from #86681498tp,from #86681498[tp],1.03305,1.04025,0,-2.45
86681498_250,250,EURUSD,Buy,2025-01-20 15:31:41,2025-01-20 16:02:33,1.03578,1.04031,0.21,91.44,28815.14,to #86686412,to #86686412,1.03305,1.04025,0,-1.05
86644036_250,250,EURUSD,Buy,2025-01-15 15:30:01,2025-01-15 17:08:20,1.03407,1.03108,0.7,-202.99,28815.14,EURUSD_H1_221101006sl,EURUSD_H1_221101006[sl],1.03106,1.03846,0,-3.5
86630074_250,250,EURUSD,Sell,2025-01-13 11:27:32,2025-01-13 15:25:38,1.01784,1.02096,0.7,-213.92,28815.14,EURUSD_H1_221101006sl,EURUSD_H1_221101006[sl],1.02096,1.01341,0,-3.5
