orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
86084595_201,201,XAUUSD,Buy,2024-10-29 04:05:44,2024-10-29 05:51:41,2748.4,2751.0,0.11,26.45,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2751.05,2776.37,0,-1.4
86056872_201,201,XAUUSD,Buy,2024-10-25 20:53:31,2024-10-25 21:03:17,2744.11,2743.26,0.11,-8.66,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2743.35,2771.81,0,-1.4
86033298_201,201,XAUUSD,Buy,2024-10-22 16:45:25,2024-10-22 17:02:56,2741.1,2733.73,0.11,-75.04,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2733.79,2769.15,0,-1.4
86001486_201,201,XAUUSD,Buy,2024-10-17 09:41:29,2024-10-17 12:18:29,2685.79,2678.44,0.11,-74.49,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2678.48,2713.84,0,-1.36
85975750_201,201,XAUUSD,Buy,2024-10-15 19:08:08,2024-10-15 20:03:08,2667.63,2659.95,0.11,-77.58,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2659.99,2695.35,0,-1.35
85971146_201,201,XAUUSD,Buy,2024-10-14 09:22:18,2024-10-14 10:11:03,2662.19,2663.03,0.11,8.46,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2663.03,2690.05,0,-1.34
85882645_201,201,XAUUSD,Buy,2024-10-04 07:33:41,2024-10-04 09:03:57,2664.16,2666.35,0.11,21.84,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2666.42,2691.99,0,-1.33
85868141_201,201,XAUUSD,Buy,2024-10-01 16:37:30,2024-10-01 17:18:23,2666.69,2659.27,0.11,-73.63,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2659.33,2694.69,0,-1.33
85829917_201,201,XAUUSD,Buy,2024-09-26 13:20:31,2024-09-26 15:03:10,2671.17,2682.04,0.11,107.17,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2682.08,2699.12,0,-1.32
85800800_201,201,XAUUSD,Buy,2024-09-23 15:56:01,2024-09-23 16:00:55,2626.33,2626.04,0.11,-2.87,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2626.02,2654.35,0,-1.3
85773805_201,201,XAUUSD,Buy,2024-09-20 09:49:04,2024-09-20 11:02:41,2600.84,2606.1,0.11,51.83,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2606.12,2628.91,0,-1.28
85757792_201,201,XAUUSD,Buy,2024-09-18 21:00:30,2024-09-18 21:00:59,2588.01,2580.14,0.11,-77.49,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2580.21,2615.57,0,-1.27
85739565_201,201,XAUUSD,Buy,2024-09-16 06:05:54,2024-09-16 09:10:30,2586.55,2587.77,0.17,18.69,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2587.8,2614.6,0,-1.98
85714543_201,201,XAUUSD,Buy,2024-09-12 15:41:30,2024-09-12 16:00:10,2529.82,2522.07,0.17,-119.5,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2522.19,2557.55,0,-1.95
85667636_201,201,XAUUSD,Buy,2024-09-06 15:30:52,2024-09-06 16:04:05,2524.59,2516.61,0.17,-122.03,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2516.64,2552.0,0,-1.93
85622938_201,201,XAUUSD,Buy,2024-09-05 09:29:24,2024-09-05 13:03:17,2506.97,2514.46,0.17,114.79,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2514.48,2534.93,0,-1.92
85515522_201,201,XAUUSD,Buy,2024-08-20 10:43:34,2024-08-20 15:01:21,2510.51,2525.34,0.17,227.5,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2525.36,2538.5,0,-1.93
85482795_201,201,XAUUSD,Buy,2024-08-16 15:51:35,2024-08-16 21:27:39,2480.7,2498.65,0.17,277.16,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2498.76,2508.7,0,-1.92
85463778_201,201,XAUUSD,Buy,2024-08-13 16:43:00,2024-08-13 17:30:55,2473.81,2466.43,0.17,-114.54,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2466.51,2501.87,0,-1.92
85453304_201,201,XAUUSD,Buy,2024-08-12 10:13:42,2024-08-12 11:11:23,2437.61,2440.67,0.17,47.63,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2440.71,2465.64,0,-1.9
85429496_201,201,XAUUSD,Buy,2024-08-08 14:05:32,2024-08-08 15:00:19,2407.65,2411.2,0.17,55.21,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2411.26,2435.71,0,-1.87
85363293_201,201,XAUUSD,Buy,2024-08-02 08:48:56,2024-08-02 09:01:35,2463.09,2465.67,0.17,40.6,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2465.71,2491.11,0,-1.94
85349030_201,201,XAUUSD,Buy,2024-08-01 15:33:26,2024-08-01 17:07:58,2451.71,2452.22,0.17,8.02,12535.02,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2452.27,2479.7,0,-1.93
86121216_201,201,XAUUSD,Buy,2024-11-05 16:30:08,2024-11-05 17:03:51,2749.03,2741.43,0.11,-76.71,12235.03,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2741.43,2776.79,0,-1.39
86385647_201,201,XAUUSD,Buy,2024-12-04 17:26:11,2024-12-04 18:45:21,2656.11,2648.81,0.11,-76.31,12221.93,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2648.83,2684.19,0,-1.39
86310287_201,201,XAUUSD,Buy,2024-11-29 04:22:05,2024-11-29 09:04:11,2660.08,2664.18,0.11,42.62,12221.93,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2664.23,2686.93,0,-1.38
86461760_201,201,XAUUSD,Buy,2024-12-20 17:31:05,2024-12-20 18:02:02,2627.22,2629.33,0.11,22.32,13158.61,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2629.36,2655.08,0,-1.39
86440240_201,201,XAUUSD,Buy,2024-12-11 11:58:49,2024-12-11 14:04:53,2696.25,2695.32,0.11,-9.74,13158.61,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2695.33,2724.35,0,-1.41
86438641_201,201,XAUUSD,Buy,2024-12-11 08:07:57,2024-12-11 08:09:36,2696.45,2688.97,0.11,-78.17,13158.61,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2688.97,2724.33,0,-1.41
86426934_201,201,XAUUSD,Buy,2024-12-10 14:07:09,2024-12-10 15:00:03,2677.03,2677.0,0.11,-0.31,13158.61,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2676.9,2705.08,0,-1.4
86403393_201,201,XAUUSD,Buy,2024-12-09 11:49:06,2024-12-09 13:29:26,2656.25,2656.52,0.11,2.81,13158.61,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2656.56,2684.29,0,-1.38
86607836_201,201,XAUUSD,Buy,2025-01-08 16:31:47,2025-01-08 18:06:06,2664.88,2664.83,0.11,-0.53,12807.12,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2664.89,2692.83,0,-1.42
86531885_201,201,XAUUSD,Buy,2024-12-26 17:09:14,2024-12-27 10:53:21,2633.69,2626.34,0.11,-77.65,12807.12,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2626.34,2661.7,-4.4,-1.39
86682548_201,201,XAUUSD,Buy,2025-01-21 03:55:53,2025-01-21 05:04:58,2717.98,2723.54,0.27,144.48,14370.44,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2723.66,2745.94,0,-3.54
86650302_201,201,XAUUSD,Buy,2025-01-15 15:58:22,2025-01-15 16:05:04,2693.65,2692.62,0.27,-26.9,14370.44,XAUUSD_H1_220804007sl,XAUUSD_H1_220804007[sl],2692.69,2721.78,0,-3.51
