orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
5_240906006_B,187,XAUUSD,Buy,2011-01-11 08:00:00,2011-01-11 12:00:00,1380.11,1378.29,1,-182,9818,Exit After X Bars,,None,None,None,None
12_240906006_B,187,XAUUSD,Buy,2011-01-26 20:00:00,2011-01-27 00:00:00,1336.5,1345.98,1,948,10766,Exit After X Bars,,None,None,None,None
16_240906006_B,187,XAUUSD,Buy,2011-02-11 12:00:00,2011-02-11 16:00:00,1366.98,1365.53,1,-145,10621,Exit After X Bars,,None,None,None,None
17_240906006_B,187,XAUUSD,Buy,2011-02-15 08:00:00,2011-02-15 12:00:00,1369.11,1371.67,1,256,10877,Exit After X Bars,,None,None,None,None
19_240906006_B,187,XAUUSD,Buy,2011-02-23 16:00:00,2011-02-23 20:00:00,1408.13,1415.25,1,712,11589,Exit After X Bars,,None,None,None,None
22_240906006_B,187,XAUUSD,Buy,2011-02-28 12:00:00,2011-02-28 16:00:00,1413.04,1411.62,1,-142,11447,Exit After X Bars,,None,None,None,None
23_240906006_B,187,XAUUSD,Buy,2011-03-01 12:00:00,2011-03-01 16:00:00,1417.09,1419.47,1,238,11685,Exit After X Bars,,None,None,None,None
26_240906006_B,187,XAUUSD,Buy,2011-03-07 20:00:00,2011-03-08 00:00:00,1432.85,1431.33,1,-152,11533,Exit After X Bars,,None,None,None,None
31_240906006_B,187,XAUUSD,Buy,2011-03-14 12:00:00,2011-03-14 16:00:00,1427.27,1427.1,1,-17,11516,Exit After X Bars,,None,None,None,None
34_240906006_B,187,XAUUSD,Buy,2011-03-18 00:00:00,2011-03-18 04:00:00,1408.86,1406.99,1,-187,11329,Exit After X Bars,,None,None,None,None
38_240906006_B,187,XAUUSD,Buy,2011-03-30 12:00:00,2011-03-30 16:00:00,1423.85,1428.01,1,416,11745,Exit After X Bars,,None,None,None,None
43_240906006_B,187,XAUUSD,Buy,2011-04-14 16:00:00,2011-04-14 20:00:00,1462.73,1471.83,1,910,12655,Exit After X Bars,,None,None,None,None
44_240906006_B,187,XAUUSD,Buy,2011-04-21 20:00:00,2011-04-22 00:00:00,1506.85,1504.57,1,-228,12427,Exit After X Bars,,None,None,None,None
56_240906006_B,187,XAUUSD,Buy,2011-05-20 16:00:00,2011-05-20 20:00:00,1505.37,1511.1,1,573,13000,Exit After X Bars,,None,None,None,None
