orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
220067186_220610002_D,7,WS30,Buy,2023-04-12 15:30:09,2023-04-12 17:37:36,33814.0,33770.0,0.1,-4.01,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33770.0,34156.0,0,-0.06
220183172_220610002_D,7,WS30,Buy,2023-04-14 14:04:19,2023-04-14 15:46:09,34084.0,34040.0,0.1,-3.99,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],34040.0,34426.0,0,-0.06
220292499_220610002_D,7,WS30,Buy,2023-04-18 09:00:02,2023-04-18 16:30:57,34032.0,33988.0,0.1,-4.02,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33988.0,34374.0,0,-0.06
220396867_220610002_D,7,WS30,Buy,2023-04-24 16:30:52,2023-04-24 16:36:09,33882.0,33838.0,0.1,-3.99,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33838.0,34224.0,0,-0.06
220633125_220610002_D,7,WS30,Buy,2023-04-27 20:31:20,2023-04-28 11:48:04,33670.0,33670.0,0.1,0,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33670.0,34012.0,-0.54,-0.06
220861552_220610002_D,7,WS30,Buy,2023-05-01 06:39:28,2023-05-01 15:01:33,34147.0,34103.0,0.1,-4,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],34103.0,34489.0,0,-0.06
220938494_220610002_D,7,WS30,Buy,2023-05-05 16:31:47,2023-05-09 14:32:34,33493.0,33493.0,0.1,0,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33493.0,33835.0,-2.15,-0.06
221300187_220610002_D,7,WS30,Buy,2023-05-10 15:30:47,2023-05-10 16:40:27,33673.0,33629.0,0.1,-4.01,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33629.0,34015.0,0,-0.06
221375193_220610002_D,7,WS30,Buy,2023-05-17 19:40:30,2023-05-18 15:53:23,33367.0,33323.0,0.1,-4.08,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33323.0,33709.0,-0.55,-0.06
221763837_220610002_D,7,WS30,Buy,2023-05-18 22:43:42,2023-05-19 18:15:56,33498.0,33498.0,0.1,0,None,WS30_H1_220610002sl,WS30_H1_220610002[sl],33498.0,33840.0,-0.56,-0.06
