orderId,strategyRunId,symbol,orderType,openTime,closeTime,openPrice,closePrice,size,profit,balance,closeType,comment,sl,tp,swap,commission
10098_221101003_B,161,EURUSD,Sell,2016-09-30 10:00:00,2016-09-30 16:00:00,1.11758,1.12153,0.1,-39.5,10474.7,TrailingStop,,None,None,None,None
10425_221101003_B,161,EURUSD,Sell,2016-10-20 16:00:00,2016-10-21 11:00:00,1.0937,1.0882,0.1,55,10529.7,PT,,None,None,None,None
10590_221101003_B,161,EURUSD,Buy,2016-11-01 13:00:00,2016-11-02 10:00:00,1.10302,1.10852,0.1,55,10584.7,PT,,None,None,None,None
10946_221101003_B,161,EURUSD,Sell,2016-11-23 15:00:00,2016-11-25 09:00:00,1.05713,1.06036,0.1,-32.3,10552.4,TrailingStop,,None,None,None,None
111_221101003_B,161,EURUSD,Sell,2015-01-09 15:00:00,2015-01-09 17:00:00,1.1769,1.1809,0.1,-40,9960,SL,,None,None,None,None
11161_221101003_B,161,EURUSD,Buy,2016-12-08 14:00:00,2016-12-08 14:00:00,1.08338,1.07938,0.1,-40,10512.4,SL,,None,None,None,None
11261_221101003_B,161,EURUSD,Sell,2016-12-14 21:00:00,2016-12-14 22:00:00,1.05979,1.05429,0.1,55,10567.4,PT,,None,None,None,None
11276_221101003_B,161,EURUSD,Sell,2016-12-15 13:00:00,2016-12-16 11:00:00,1.04212,1.04612,0.1,-40,10527.4,SL,,None,None,None,None
1135_221101003_B,161,EURUSD,Buy,2015-03-18 20:00:00,2015-03-18 21:00:00,1.0723,1.0778,0.1,55,10051.8,PT,,None,None,None,None
1136_221101003_B,161,EURUSD,Buy,2015-03-18 22:00:00,2015-03-18 23:00:00,1.08939,1.08539,0.1,-40,10011.8,SL,,None,None,None,None
11461_221101003_B,161,EURUSD,Sell,2016-12-28 10:00:00,2016-12-28 17:00:00,1.04429,1.03879,0.1,55,10582.4,PT,,None,None,None,None
11493_221101003_B,161,EURUSD,Buy,2016-12-30 01:00:00,2016-12-30 11:00:00,1.05277,1.05827,0.1,55,10637.4,PT,,None,None,None,None
11544_221101003_B,161,EURUSD,Sell,2017-01-03 17:00:00,2017-01-03 17:00:00,1.03442,1.03842,0.1,-40,10597.4,SL,,None,None,None,None
11592_221101003_B,161,EURUSD,Buy,2017-01-05 17:00:00,2017-01-06 15:00:00,1.06041,1.05641,0.1,-40,10557.4,SL,,None,None,None,None
11662_221101003_B,161,EURUSD,Buy,2017-01-11 19:00:00,2017-01-11 20:00:00,1.05607,1.06157,0.1,55,10612.4,PT,,None,None,None,None
11964_221101003_B,161,EURUSD,Buy,2017-01-30 19:00:00,2017-01-31 14:00:00,1.07015,1.07565,0.1,55,10667.4,PT,,None,None,None,None
12204_221101003_B,161,EURUSD,Sell,2017-02-14 17:00:00,2017-02-15 18:00:00,1.05716,1.05906,0.1,-19,10648.4,TrailingStop,,None,None,None,None
12499_221101003_B,161,EURUSD,Buy,2017-03-06 10:00:00,2017-03-06 11:00:00,1.06395,1.05995,0.1,-40,10608.4,SL,,None,None,None,None
12567_221101003_B,161,EURUSD,Buy,2017-03-09 10:00:00,2017-03-10 10:00:00,1.0563,1.0618,0.1,55,10663.4,PT,,None,None,None,None
12575_221101003_B,161,EURUSD,Buy,2017-03-10 15:00:00,2017-03-10 21:00:00,1.06455,1.068,0.1,34.5,10697.9,End Of Friday (Time),,None,None,None,None
12721_221101003_B,161,EURUSD,Buy,2017-03-21 02:00:00,2017-03-22 16:00:00,1.07666,1.08216,0.1,55,10752.9,PT,,None,None,None,None
12763_221101003_B,161,EURUSD,Buy,2017-03-24 10:00:00,2017-03-24 21:00:00,1.08016,1.08059,0.1,4.3,10757.2,End Of Friday (Time),,None,None,None,None
12825_221101003_B,161,EURUSD,Sell,2017-03-29 14:00:00,2017-03-30 20:00:00,1.07562,1.07012,0.1,55,10812.2,PT,,None,None,None,None
1288_221101003_B,161,EURUSD,Sell,2015-03-27 09:00:00,2015-03-27 13:00:00,1.08025,1.08425,0.1,-40,9971.8,SL,,None,None,None,None
12932_221101003_B,161,EURUSD,Sell,2017-04-06 10:00:00,2017-04-07 20:00:00,1.06427,1.05877,0.1,55,10867.2,PT,,None,None,None,None
13060_221101003_B,161,EURUSD,Buy,2017-04-17 10:00:00,2017-04-18 18:00:00,1.06485,1.07035,0.1,55,10922.2,PT,,None,None,None,None
13062_221101003_B,161,EURUSD,Buy,2017-04-18 20:00:00,2017-04-20 20:00:00,1.07338,1.07255,0.1,-8.3,10913.9,TrailingStop,,None,None,None,None
13315_221101003_B,161,EURUSD,Buy,2017-05-05 15:00:00,2017-05-05 21:00:00,1.09918,1.09907,0.1,-1.1,10912.8,End Of Friday (Time),,None,None,None,None
13778_221101003_B,161,EURUSD,Buy,2017-06-02 15:00:00,2017-06-02 21:00:00,1.12468,1.12758,0.1,29,10941.8,End Of Friday (Time),,None,None,None,None
13843_221101003_B,161,EURUSD,Buy,2017-06-07 16:00:00,2017-06-07 19:00:00,1.1264,1.1224,0.1,-40,10901.8,SL,,None,None,None,None
1407_221101003_B,161,EURUSD,Buy,2015-04-03 15:00:00,2015-04-03 21:00:00,1.0977,1.0983,0.1,6,9977.8,End Of Friday (Time),,None,None,None,None
14162_221101003_B,161,EURUSD,Buy,2017-06-27 11:00:00,2017-06-27 14:00:00,1.12154,1.12704,0.1,55,10956.8,PT,,None,None,None,None
14166_221101003_B,161,EURUSD,Buy,2017-06-27 18:00:00,2017-06-28 09:00:00,1.13192,1.13742,0.1,55,11011.8,PT,,None,None,None,None
14258_221101003_B,161,EURUSD,Sell,2017-07-04 08:00:00,2017-07-06 13:00:00,1.13406,1.13727,0.1,-32.1,10979.7,TrailingStop,,None,None,None,None
14334_221101003_B,161,EURUSD,Buy,2017-07-11 20:00:00,2017-07-12 15:00:00,1.14721,1.14402,0.1,-31.9,10947.8,TrailingStop,,None,None,None,None
14416_221101003_B,161,EURUSD,Buy,2017-07-18 04:00:00,2017-07-18 16:00:00,1.15144,1.15694,0.1,55,11002.8,PT,,None,None,None,None
14460_221101003_B,161,EURUSD,Buy,2017-07-20 15:00:00,2017-07-20 17:00:00,1.15402,1.15952,0.1,55,11057.8,PT,,None,None,None,None
