Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,k_ratio,ret_dd,numOptimisations (.KB_ES_60_KB_2503_001)
128625,4490,52.8953229398664,28.6469933184855,-48662.5,1.10156543024656,299.650553290623,0,0.339339262571223,2.64320575391729,1
111175,4714,49.7242257106491,23.5840050912176,-60112.5,1.09623562254515,190.205303678358,0,0.559172888735991,1.84944894988563,2
128625,4490,52.8953229398664,28.6469933184855,-48662.5,1.10156543024656,299.650553290623,0,0.339339262571223,2.64320575391729,3
85525,4186,53.1772575250836,20.4311992355471,-63775,1.07236000211517,147.266465777012,0,0.329039971611756,1.34104272834183,4
99900,4320,52.4768518518519,23.125,-55312.5,1.08136587153722,199.8,0,0.362120142180436,1.80610169491525,5
43112.5,4574,52.1206821163096,9.42555749890687,-80062.5,1.0343734739234,57.1783819628647,0,0.296923125112717,0.538485558157689,6
98112.5,7098,51.2820512820513,13.8225556494787,-42350,1.06897915421661,245.051514205432,0,0.726266408995333,2.31670602125148,7
127762.5,2674,55.3477935676889,47.7795437546746,-66075,1.10690304361468,209.40381069453,0,0.446536505289041,1.93359818388195,8
43275,3368,53.2957244655582,12.8488717339667,-41625,1.04937250427838,117.555178268251,0,0.327185954878723,1.03963963963964,9
127487.5,2674,55.3103964098729,47.6767015706806,-66075,1.10667294216086,208.953083384552,0,0.445063618367594,1.92943624668937,10
98112.5,7098,51.2820512820513,13.8225556494787,-42350,1.06897915421661,245.051514205432,0,0.726266408995333,2.31670602125148,11
70837.5,4332,50.0230840258541,16.3521468144044,-70462.5,1.0618472317716,103.299307327743,0,0.4373517730696,1.00532197977648,12
83975,2561,54.7832877782116,32.7899258102304,-58687.5,1.07442447876277,154.614499424626,0,0.298109023298241,1.43088391906283,13
73312.5,2362,54.7840812870449,31.0383149872989,-65937.5,1.07322280206747,118.26981246219,0,0.358800087299567,1.11184834123223,14
105750,7235,51.1955770559779,14.6164478230822,-41162.5,1.07362347596794,272.200772200772,0,0.767570159949738,2.56908593987246,15
11787.5,4708,50.6796941376381,2.50371707731521,-63912.5,1.01132460670109,19.0389662830608,0,0.261515567556134,0.184431840406806,16
74125,2362,54.7417442845047,31.3823031329382,-65937.5,1.07405187377465,119.580560596895,0,0.364188748517509,1.12417061611374,17
160900,4916,53.7021969080553,32.7298616761595,-47550,1.12269564388523,351.214188267394,0,0.420015048453835,3.38380651945321,18
