Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,k_ratio,ret_dd,numOptimisations (.KB_ES_60_KB_2503_001)
111900,4443,52.4870582939455,25.185685347738,-64750,1.0900006032212,178.22018713916,0,0.409137361802552,1.72818532818533,1
145875,4585,52.6717557251908,31.8157033805889,-45650,1.11689638592836,349.925037481259,0,0.448220582086904,3.19550930996714,2
105500,6726,52.5126375260184,15.6853999405293,-57162.5,1.07408382707922,206.256109481916,0,0.310986661219006,1.84561556964793,3
88450,2621,55.0171690194582,33.7466615795498,-67212.5,1.07550068821289,141.974317817014,0,0.374661989134013,1.31597545099498,4
88450,2621,55.0171690194582,33.7466615795498,-67212.5,1.07550068821289,141.974317817014,0,0.374661989134013,1.31597545099498,5
85162.5,2621,55.055322396032,32.4923693246852,-66150,1.0723624815456,138.36311941511,0,0.39474307423004,1.28741496598639,6
91600,4839,53.5854515395743,18.929530894813,-68137.5,1.0717285122794,137.848006019564,0,0.395646205183848,1.34434048798386,7
105500,6726,52.5126375260184,15.6853999405293,-57162.5,1.07408382707922,206.256109481916,0,0.310986661219006,1.84561556964793,8
111900,4443,52.4870582939455,25.185685347738,-64750,1.0900006032212,178.22018713916,0,0.409137361802552,1.72818532818533,9
85162.5,2621,55.055322396032,32.4923693246852,-66150,1.0723624815456,138.36311941511,0,0.39474307423004,1.28741496598639,10
106137.5,4643,52.358388972647,22.8596812405772,-42787.5,1.08402355153134,257.771706132362,0,0.386937380752954,2.48057259713701,11
88450,2621,55.0171690194582,33.7466615795498,-67212.5,1.07550068821289,141.974317817014,0,0.374661989134013,1.31597545099498,12
91600,4839,53.5854515395743,18.929530894813,-68137.5,1.0717285122794,137.848006019564,0,0.395646205183848,1.34434048798386,13
111900,4443,52.4870582939455,25.185685347738,-64750,1.0900006032212,178.22018713916,0,0.409137361802552,1.72818532818533,14
44962.5,4167,49.8200143988481,10.7901367890569,-64825,1.03955268192914,71.2559429477021,0,0.384440737529695,0.693598148862322,15
111900,4443,52.4870582939455,25.185685347738,-64750,1.0900006032212,178.22018713916,0,0.409137361802552,1.72818532818533,16
89450,2620,54.9236641221374,34.1412213740458,-67212.5,1.07637791913931,143.579454253612,0,0.379347629767411,1.33085363585643,17
89450,2620,54.9236641221374,34.1412213740458,-67212.5,1.07637791913931,143.579454253612,0,0.379347629767411,1.33085363585643,18
111900,4443,52.4870582939455,25.185685347738,-64750,1.0900006032212,178.22018713916,0,0.409137361802552,1.72818532818533,19
88450,2621,55.0171690194582,33.7466615795498,-67212.5,1.07550068821289,141.974317817014,0,0.374661989134013,1.31597545099498,20
88450,2621,55.0171690194582,33.7466615795498,-67212.5,1.07550068821289,141.974317817014,0,0.374661989134013,1.31597545099498,21
85162.5,2621,55.055322396032,32.4923693246852,-66150,1.0723624815456,138.36311941511,0,0.39474307423004,1.28741496598639,22
89075,2621,55.055322396032,33.9851201831362,-67212.5,1.07605934464724,142.977528089888,0,0.377623742022884,1.32527431653338,23
