Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,numStratsToGenerate (_EntryFinder)
14054.139,2653,52.8458349038824,5.29745156426687,-10538.252,1.05734621659752,142.859064025213,0,1
10405,4730,52.7061310782241,2.19978858350951,-12935,1.03337101804857,81.6238478132967,0,2
9544.88,1258,54.5310015898251,7.58734499205088,-6737.89,1.10284853619748,145.714682637217,0,3
20684.75,994,54.3259557344064,20.8096076458752,-6619,1.25586875512192,411.309405448399,0,4
21388.5,2549,53.8250294233033,8.3909376225971,-15480.75,1.08885283936719,141.751304780051,0,5
16245.75,2103,53.1145981930575,7.72503566333809,-12197.75,1.08290826416125,145.304324493538,0,6
24479.63,2261,53.0296329057939,10.8269040247678,-12351.468,1.11621204457494,212.46971306087,0,7
23420,7537,51.7314581398434,3.10733713679183,-10420,1.0710822438558,230.682098005417,0,8
29551,1564,54.7314578005115,18.8945012787724,-9718.5,1.16597489398748,343.376713920521,0,9
7556.5,1117,53.3572068039391,6.76499552372426,-7366.5,1.08631758107444,107.896051974013,0,10
23774.575,2499,53.3413365346138,9.51363545418167,-9278.228,1.11350071315766,279.175539675634,0,11
27378.634,2375,53.4315789473684,11.5278458947368,-14270.197,1.12000994054499,207.97631230637,0,12
26742.5,6148,52.1795705920625,4.34978854912167,-12475,1.07385798718515,221.791416131039,0,13
14977.5,812,53.8177339901478,18.445197044335,-4953.5,1.1996068501366,335.329676480466,0,14
28046.875,6047,52.2573176781875,4.63814701504879,-11966.875,1.08773696311822,239.973262032086,0,15
20635.441,2507,52.3733546071001,8.23112923813323,-12395.821,1.10142314345967,174.960080533332,0,16
27682.82,2926,54.853041695147,9.46097744360902,-13263.97,1.09796604215784,226.778149103732,0,17
6396.228,823,54.4349939246659,7.77184447144593,-15662.536,1.07204806502478,42.0270288028637,0,18
20806.596,2602,53.4588777863182,7.99638585703305,-7321.798,1.12538484182627,291.015384658421,0,19
21097.5,3095,53.6348949919225,6.81663974151858,-14507.5,1.07819971088624,151.236559139785,0,20
14562.5,2599,53.0588687956906,5.60311658330127,-5662.5,1.09093037777084,265.739051094891,0,21
25473.532,1621,53.7939543491672,15.7147020357804,-8080.628,1.20617768715311,339.731890413181,0,22
18396.25,888,54.3918918918919,20.7164977477477,-6468.125,1.2077615901519,308.467826451478,0,23
12942,1342,52.8315946348733,9.64381520119225,-9366,1.12019363601537,148.579300843809,0,24
23755.624,2266,53.3539276257723,10.4835057369815,-12696.641,1.13320704071249,192.567112800509,0,25
13807.794,1760,52.6704545454545,7.8453375,-8508.502,1.12690113987194,169.865582994686,0,26
33807.5,6170,53.063209076175,5.47933549432739,-9967.5,1.08866436312853,353.727439183887,0,27
4303.452,348,53.735632183908,12.3662413793103,-5892.512,1.12294929375721,82.4188098158287,0,28
22904.196,1520,55.4605263157895,15.06855,-11464.004,1.13876450099043,220.053564099371,0,29
17754.375,1481,55.4355165428764,11.9880992572586,-11357.5,1.10786417020113,160.782205116595,0,30
15754.992,2262,52.4756852343059,6.96507161803714,-14305.636,1.08590230518612,116.181807401954,0,31
11021.405,1575,52.1904761904762,6.99771746031746,-7858.802,1.0894322446662,171.709215885907,0,32
38592.5,6188,54.0885585003232,6.23666774402068,-11072.5,1.10724160449057,360.509107893508,0,33
36445,3101,54.821025475653,11.7526604321187,-13042.5,1.12118541917785,302.950955943475,0,34
1368.5,480,54.5833333333333,2.85104166666667,-8315,1.02704304953117,17.7462231731829,0,35
18732.516,1015,54.8768472906404,18.4556807881773,-7866.788,1.19038669224329,284.223568482459,0,36
17287.5,4357,52.1689235712646,3.96775304108331,-14622.5,1.06005627833458,122.346072186837,0,37
18974.89,2566,52.9618082618862,7.39473499610288,-9349.57,1.10623809643519,215.761297827365,0,38
19838.915,1574,56.1626429479034,12.6041391359593,-10581.019,1.16230936013513,206.240305967574,0,39
28550,6148,52.5211450878334,4.6437865972674,-11312.5,1.08358645928637,270.872865275142,0,40
27173.125,2266,53.5745807590468,11.9916703442189,-11111.875,1.11661691061883,256.184078722527,0,41
17617.203,2748,53.3478893740903,6.41091812227074,-12065.71,1.07486727488066,150.823049283819,0,42
33047.5,5580,52.9032258064516,5.92249103942652,-14725,1.09738111900991,239.128075253256,0,43
26984.114,2967,55.0724637681159,9.09474688237277,-12941.804,1.1055928691524,218.076690355926,0,44
15535,2310,54.8917748917749,6.72510822510823,-11237.5,1.08704178397837,143.742771223687,0,45
34376.925,3361,53.5257363879798,10.2281835763166,-10679.67,1.12430738897432,330.240295801884,0,46
9917.5,338,53.8461538461538,29.3417159763314,-4842.5,1.33155035520267,223.367117117117,0,47
12245.5,2713,52.5985993365278,4.51363803907114,-16997.5,1.05966618510136,73.7847405287339,0,48
17291,3065,54.1924959216966,5.64143556280587,-14132.5,1.05959151671283,126.350018268177,0,49
23461.648,4238,52.5011798017933,5.53601887682869,-14343.852,1.08309891475057,175.959051969823,0,50
27672.5,2321,54.4592847910383,11.9226626454115,-12124.375,1.11441447727138,249.259697123234,0,51
16781.947,1021,55.7296767874633,16.4367747306562,-8511.654,1.16649900799236,203.747140525752,0,52
22607.67,2218,54.7339945897205,10.1928178539225,-11137.095,1.10468346334143,210.665271405089,0,53
17230.46,1585,54.5110410094637,10.870952681388,-9881.444,1.10713287160609,183.225889052508,0,54
7796.875,768,54.0364583333333,10.1521809895833,-10625.625,1.09433748241806,83.0891168242973,0,55
26642.13,2261,53.5603715170279,11.783339230429,-11356.468,1.12416615507372,252.556742991352,0,56
33275,3099,54.9209422394321,10.7373346240723,-10717.5,1.11268678829954,342.864502833591,0,57
15289.85,2885,52.5823223570191,5.29977469670711,-16240.024,1.06864084122084,96.1311274135343,0,58
9828.125,1536,52.6692708333333,6.39851888020833,-10341.25,1.07427051944494,99.6704062876339,0,59
23137.23,1677,53.6672629695885,13.7967978533095,-11803.67,1.1493156905469,216.75103388288,0,60
14386.976,1064,52.9135338345865,13.5215939849624,-5937.15,1.157949109891,285.597084907855,0,61
15441.804,2747,53.694939934474,5.62133381871132,-12149.74,1.06519671388516,131.254953360635,0,62
6106.65,812,54.1871921182266,7.52050492610837,-5645.004,1.09669051989246,111.422409467525,0,63
4005.625,1165,52.4463519313305,3.43830472103004,-10211.25,1.0334596750616,40.9154749744637,0,64
28081.972,3858,53.0326594090202,7.27889372731985,-11159.568,1.09225312648464,274.97366979078,0,65
12982.839,1065,55.0234741784038,12.1904591549296,-9248.458,1.12201712341671,144.680445375685,0,66
19285.814,894,56.0402684563758,21.5724988814318,-6093.913,1.25770505250688,344.149061557522,0,67
9811.827,1408,54.1193181818182,6.96862713068182,-9113.466,1.07636299016903,114.845977030868,0,68
13315.482,971,54.994850669413,13.7131637487127,-8582.891,1.1308884459824,162.100843405175,0,69
28263.997,3076,54.0312093628088,9.1885555916775,-13285.849,1.09785848299787,230.095087635432,0,70
19289.946,3142,52.8325907065563,6.13938446849141,-9453.166,1.09271992810335,208.243553014164,0,71
16116.262,1063,54.3744120413923,15.1611119473189,-7134.294,1.15519791707674,238.860218355834,0,72
16670.079,1195,53.6401673640167,13.9498569037657,-6796.357,1.15201494674637,255.685822970847,0,73
27596.749,3487,53.4843705190708,7.91418095784342,-18102.982,1.10370711728348,153.332462494962,0,74
11774.172,1280,54.53125,9.198571875,-15331.259,1.07544961182434,83.9341636140522,0,75
13600,2142,53.781512605042,6.34920634920635,-7441.25,1.08380576780873,197.746274082152,0,76
21025,3096,54.0697674418605,6.79102067183463,-11660,1.07407211682432,184.14714254434,0,77
26075,3095,54.0549273021002,8.4248788368336,-12957.5,1.09992335696494,210.920121334682,0,78
20617.035,1758,53.4698521046644,11.7275511945393,-6449.03,1.18343848753057,405.646717861844,0,79
26075,3095,54.0549273021002,8.4248788368336,-12957.5,1.09992335696494,210.920121334682,0,80
20116.606,3290,52.9483282674772,6.11446990881459,-10121.027,1.10749511935508,232.534310666236,0,81
32331.798,2960,54.7297297297297,10.9229047297297,-13167.19,1.11455249119389,266.888822264406,0,82
17972.5,3717,52.5961797148238,4.83521657250471,-15345,1.07259416338483,118.591224018476,0,83
27096.614,2967,55.0724637681159,9.13266397034041,-12941.804,1.10607460703676,218.98587817158,0,84
22498.955,1372,53.6443148688047,16.3986552478134,-6032.235,1.19957445025374,491.348372786073,0,85
20590,3094,54.169360051713,6.65481577246283,-13970,1.07407274166277,151.787688905271,0,86
23504.317,1653,54.5674531155475,14.21918753781,-9940.056,1.19114906379454,242.835293170794,0,87
44472.5,6188,54.0239172592114,7.18689398836458,-10990,1.11777051003654,422.64195770967,0,88
11521.5,1117,53.6257833482543,10.3146821844226,-8687.5,1.1164570140549,155.485829959514,0,89
14575,2159,53.7748957850857,6.75081056044465,-9480,1.10461151982774,161.585365853659,0,90
24152.5,2789,53.9978486912872,8.65991394765149,-13463.75,1.08767702618694,194.386317907445,0,91
8237.936,943,54.8250265111347,8.73588123011665,-10027.408,1.07582321195733,86.7616200178032,0,92
24815.456,3095,53.8610662358643,8.01791793214863,-12883.632,1.08443481283363,208.856180985726,0,93
15772.5,2353,53.5486612834679,6.70314492137697,-10447.5,1.08870922384702,158.876857214807,0,94
15479.304,2747,53.694939934474,5.63498507462687,-12149.74,1.06536539152788,131.573702436263,0,95
27781.736,2968,54.9865229110512,9.36042318059299,-13235.048,1.10858280543552,217.126099083344,0,96
10513.915,1574,54.3837357052097,6.67974269377383,-7133.325,1.11366645520975,155.227537003036,0,97
15728.5,2829,53.4817956875221,5.55973842347119,-11946.75,1.06502376094771,136.039094427747,0,98
7045.662,644,54.6583850931677,10.9404689440994,-7826.436,1.10023141108925,93.4282423814073,0,99
6050.554,646,53.8699690402477,9.3661826625387,-10853.219,1.07948286587763,60.3352798737243,0,100
20297.5,2110,53.0331753554502,9.6196682464455,-11523,1.11995236772588,182.539682539683,0,101
