"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 4.13.53";"PASSED";"8";"150";"2366.0";"2.28";"15.77";"1037.0";"0.6";"64";"";"BBWidthRatio,HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"23.66";"N/A";"3.05";"3.05"
"Strategy 3.7.52";"PASSED";"8";"164";"20.0";"0.01";"0.12";"1493.0";"0.38";"245";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"0.2";"N/A";"0.02";"0.02"
"Strategy 4.29.50";"FAILED";"7";"165";"-734.0";"-0.41";"-4.45";"1783.0";"-0.48";"173";"";"ATR,Open";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-7.34";"N/A";"-0.45";"-0.45"
"Strategy 3.25.38";"PASSED";"7";"217";"1769.0";"2.38";"8.15";"743.0";"0.72";"105";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"17.69";"N/A";"2.58";"2.58"
"Strategy 5.30.46";"PASSED";"8";"150";"1735.0";"3.74";"11.57";"464.0";"0.75";"78";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"17.35";"N/A";"4.12";"4.12"
"Strategy 3.25.39";"PASSED";"8";"208";"1988.0";"1.73";"9.56";"1152.0";"0.53";"105";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"19.88";"N/A";"2.26";"2.26"
"Strategy 4.30.49";"PASSED";"7";"216";"2225.0";"2.66";"10.3";"835.0";"0.71";"110";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"22.25";"N/A";"3.39";"3.39"
"Strategy 1.25.44";"FAILED";"7";"125";"-612.0";"-0.38";"-4.9";"1591.0";"-0.55";"183";"";"HullMovingAverage";"HullMovingAverage,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.12";"N/A";"-0.42";"-0.42"
"Strategy 3.10.32(1)";"FAILED";"8";"124";"-668.0";"-0.37";"-5.39";"1800.0";"-0.57";"183";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-6.68";"N/A";"-0.41";"-0.41"
"Strategy 2.20.31";"PASSED";"8";"183";"2644.0";"3.39";"14.45";"779.0";"0.66";"106";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"26.44";"N/A";"4.54";"4.54"
"Strategy 2.20.45";"FAILED";"9";"130";"186.0";"0.15";"1.43";"1249.0";"0.62";"105";"";"HeikenAshiHigh";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"1.86";"N/A";"0.17";"0.17"
"Strategy 3.12.48(1)";"PASSED";"8";"163";"235.0";"0.11";"1.44";"2080.0";"0.42";"182";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"2.35";"N/A";"0.14";"0.14"
"Strategy 4.13.50";"PASSED";"8";"129";"2273.0";"4.3";"17.62";"528.0";"0.8";"82";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"22.73";"N/A";"4.74";"4.74"
"Strategy 4.13.44";"PASSED";"8";"132";"1918.0";"2.58";"14.53";"742.0";"0.7";"77";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.18";"N/A";"2.77";"2.77"
"Strategy 4.13.48";"FAILED";"7";"97";"-780.0";"-0.45";"-8.04";"1748.0";"-0.51";"253";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-7.8";"N/A";"-0.49";"-0.49"
"Strategy 3.7.50";"PASSED";"8";"161";"1504.0";"1.79";"9.34";"838.0";"0.7";"151";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"15.04";"N/A";"2.12";"2.12"
"Strategy 2.20.42";"FAILED";"7";"143";"2194.0";"2.2";"15.34";"996.0";"0.64";"182";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"21.94";"N/A";"2.89";"2.89"
"Strategy 3.25.36";"PASSED";"6";"190";"456.0";"0.2";"2.4";"2317.0";"0.39";"147";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"4.56";"N/A";"0.25";"0.25"
"Strategy 5.30.37";"FAILED";"7";"157";"-799.0";"-0.54";"-5.09";"1471.0";"-0.49";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.99";"N/A";"-0.58";"-0.58"
"Strategy 5.29.34";"PASSED";"5";"248";"358.0";"0.37";"1.44";"976.0";"0.61";"184";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"3.58";"N/A";"0.4";"0.4"
"Strategy 5.17.51";"FAILED";"7";"155";"-1660.0";"-0.67";"-10.71";"2463.0";"-0.62";"184";"";"BBWidthRatio,LinearRegression";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-16.6";"N/A";"-0.72";"-0.72"
"Strategy 1.27.49";"PASSED";"8";"177";"1181.0";"1.77";"6.67";"669.0";"0.66";"160";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"11.81";"N/A";"2.07";"2.07"
"Strategy 2.15.33";"PASSED";"8";"181";"701.0";"0.62";"3.87";"1127.0";"0.33";"142";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"7.01";"N/A";"0.73";"0.73"
"Strategy 5.4.42";"FAILED";"7";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 5.4.43";"FAILED";"8";"124";"-538.0";"-0.31";"-4.34";"1754.0";"-0.53";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.38";"N/A";"-0.34";"-0.34"
"Strategy 5.29.38";"PASSED";"8";"123";"547.0";"1.34";"4.45";"408.0";"0.77";"82";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"5.47";"N/A";"1.39";"1.39"
"Strategy 1.15.28";"FAILED";"5";"109";"-412.0";"-0.39";"-3.78";"1049.0";"-0.57";"148";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"-4.12";"N/A";"-0.42";"-0.42"
"Strategy 3.25.37";"FAILED";"9";"162";"532.0";"0.28";"3.28";"1872.0";"0.37";"182";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"5.32";"N/A";"0.35";"0.35"
"Strategy 5.29.53";"FAILED";"9";"125";"922.0";"1.14";"7.38";"812.0";"0.74";"65";"";"HeikenAshiHigh";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"9.22";"N/A";"1.33";"1.33"
"Strategy 2.19.53";"PASSED";"6";"148";"1912.0";"2.04";"12.92";"935.0";"0.55";"58";"";"High";"SRPercentRank";"ExitAfterXBars";"0.0";"19.12";"N/A";"2.61";"2.61"
"Strategy 3.25.44";"FAILED";"7";"187";"-212.0";"-0.16";"-1.13";"1312.0";"-0.33";"162";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-2.12";"N/A";"-0.18";"-0.18"
"Strategy 5.4.34";"PASSED";"8";"132";"1088.0";"1.58";"8.24";"687.0";"0.62";"117";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"10.88";"N/A";"1.74";"1.74"
"Strategy 4.16.41(1)";"FAILED";"8";"169";"511.0";"0.32";"3.02";"1616.0";"0.36";"174";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"5.11";"N/A";"0.37";"0.37"
"Strategy 5.4.35";"PASSED";"8";"132";"2523.0";"4.33";"19.11";"583.0";"0.71";"85";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.23";"N/A";"5.45";"5.45"
"Strategy 4.1.37";"PASSED";"8";"132";"1334.0";"1.87";"10.11";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.34";"N/A";"2.18";"2.18"
"Strategy 2.15.42";"PASSED";"5";"177";"1187.0";"1.07";"6.71";"1111.0";"0.62";"117";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"11.87";"N/A";"1.29";"1.29"
"Strategy 1.15.39";"FAILED";"10";"106";"-752.0";"-0.52";"-7.09";"1436.0";"-0.66";"245";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-7.52";"N/A";"-0.56";"-0.56"
"Strategy 2.15.41";"FAILED";"8";"125";"-998.0";"-0.46";"-7.98";"2190.0";"-0.59";"245";"";"HullMovingAverage";"RSI,WilliamsPR";"ExitAfterXBars";"0.0";"-9.98";"N/A";"-0.51";"-0.51"
"Strategy 2.15.31";"FAILED";"6";"172";"-1293.0";"-0.55";"-7.52";"2366.0";"-0.39";"162";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-12.93";"N/A";"-0.6";"-0.6"
"Strategy 3.25.48";"FAILED";"7";"167";"-923.0";"-0.49";"-5.53";"1889.0";"-0.52";"252";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-9.23";"N/A";"-0.54";"-0.54"
"Strategy 3.9.28(1)";"PASSED";"5";"144";"360.0";"0.46";"2.5";"788.0";"0.56";"109";"";"High";"HullMovingAverage";"ExitAfterXBars";"0.0";"3.6";"N/A";"0.5";"0.5"
"Strategy 2.8.42(1)";"PASSED";"6";"120";"-1.0";"0.0";"-0.01";"1416.0";"-0.56";"161";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-0.01";"N/A";"0.0";"0.0"
"Strategy 2.15.27";"FAILED";"7";"195";"-711.0";"-0.28";"-3.65";"2542.0";"-0.35";"257";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-7.11";"N/A";"-0.33";"-0.33"
"Strategy 4.1.34";"FAILED";"6";"98";"-622.0";"-0.42";"-6.35";"1481.0";"-0.55";"253";"";"HullMovingAverage";"BarDayOfWeekIsNot";"ExitAfterXBars";"0.0";"-6.22";"N/A";"-0.45";"-0.45"
"Strategy 1.8.51";"FAILED";"10";"132";"-2593.0";"-1.0";"-19.64";"2593.0";"-0.76";"322";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-25.93";"N/A";"-1.0";"-1.0"
"Strategy 2.13.49(1)";"PASSED";"8";"197";"2025.0";"2.04";"10.28";"995.0";"0.57";"64";"";"HullMovingAverage";"BollingerBands,KeltnerChannel,Open";"ExitAfterXBars";"0.0";"20.25";"N/A";"2.64";"2.64"
"Strategy 3.15.29";"FAILED";"8";"175";"-717.0";"-0.28";"-4.1";"2604.0";"-0.46";"182";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-7.17";"N/A";"-0.33";"-0.33"
"Strategy 1.8.45";"PASSED";"7";"172";"1501.0";"1.15";"8.73";"1304.0";"0.54";"78";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"15.01";"N/A";"1.47";"1.47"
"Strategy 1.8.35";"FAILED";"8";"152";"-460.0";"-0.21";"-3.03";"2195.0";"-0.48";"161";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-4.6";"N/A";"-0.25";"-0.25"
"Strategy 2.27.43";"PASSED";"7";"195";"945.0";"0.62";"4.85";"1528.0";"0.43";"161";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.45";"N/A";"0.77";"0.77"
"Strategy 1.15.44";"FAILED";"9";"134";"-1614.0";"-0.94";"-12.04";"1714.0";"-0.74";"307";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-16.14";"N/A";"-0.95";"-0.95"
"Strategy 4.25.33";"PASSED";"8";"177";"1540.0";"1.49";"8.7";"1034.0";"0.64";"69";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"15.4";"N/A";"1.86";"1.86"
"Strategy 1.8.44";"PASSED";"10";"144";"367.0";"0.22";"2.55";"1697.0";"0.33";"109";"";"HullMovingAverage,SmallestRange";"OSMA";"ExitAfterXBars";"0.0";"3.67";"N/A";"0.26";"0.26"
"Strategy 1.8.52";"PASSED";"8";"140";"728.0";"0.67";"5.2";"1081.0";"0.59";"78";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"7.28";"N/A";"0.79";"0.79"
"Strategy 2.15.29";"FAILED";"8";"117";"-144.0";"-0.1";"-1.23";"1372.0";"-0.45";"245";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-1.44";"N/A";"-0.12";"-0.12"
"Strategy 1.8.46";"FAILED";"8";"126";"-326.0";"-0.2";"-2.59";"1649.0";"-0.63";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-3.26";"N/A";"-0.22";"-0.22"
"Strategy 1.8.48";"FAILED";"8";"125";"-590.0";"-0.31";"-4.72";"1919.0";"-0.52";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.9";"N/A";"-0.35";"-0.35"
"Strategy 2.15.28";"PASSED";"5";"126";"1490.0";"2.74";"11.83";"543.0";"0.7";"56";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"14.9";"N/A";"2.96";"2.96"
"Strategy 1.8.34";"PASSED";"8";"128";"1778.0";"2.88";"13.89";"618.0";"0.64";"174";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"17.78";"N/A";"3.52";"3.52"
"Strategy 3.3.40";"PASSED";"5";"248";"492.0";"0.52";"1.98";"944.0";"0.57";"95";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"4.92";"N/A";"0.57";"0.57"
"Strategy 2.15.47";"FAILED";"7";"155";"-952.0";"-0.57";"-6.14";"1672.0";"-0.55";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-9.52";"N/A";"-0.61";"-0.61"
"Strategy 1.15.53";"FAILED";"11";"61";"97.0";"0.16";"1.59";"595.0";"0.55";"266";"";"ATR,HullMovingAverage";"SMA,SRPercentRank,SuperTrend";"ExitAfterXBars";"0.0";"0.97";"N/A";"0.17";"0.17"
"Strategy 1.27.33";"PASSED";"8";"191";"2946.0";"3.71";"15.42";"794.0";"0.67";"110";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"29.46";"N/A";"5.08";"5.08"
"Strategy 1.8.36";"PASSED";"8";"126";"1982.0";"1.74";"15.73";"1140.0";"0.61";"174";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.82";"N/A";"2.28";"2.28"
"Strategy 1.8.42";"PASSED";"8";"189";"1638.0";"1.77";"8.67";"926.0";"0.56";"71";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"16.38";"N/A";"2.21";"2.21"
"Strategy 3.3.44";"FAILED";"8";"164";"-801.0";"-0.41";"-4.88";"1940.0";"-0.51";"162";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-8.01";"N/A";"-0.46";"-0.46"
"Strategy 3.15.36";"PASSED";"6";"189";"687.0";"0.63";"3.63";"1093.0";"0.62";"124";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"6.87";"N/A";"0.68";"0.68"
"Strategy 3.15.31";"FAILED";"6";"169";"-573.0";"-0.26";"-3.39";"2203.0";"-0.46";"182";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-5.73";"N/A";"-0.3";"-0.3"
"Strategy 4.30.36(1)";"FAILED";"5";"133";"1679.0";"1.68";"12.62";"1001.0";"0.52";"183";"";"HeikenAshiHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"16.79";"N/A";"1.96";"1.96"
"Strategy 1.27.37";"PASSED";"6";"211";"1455.0";"1.03";"6.9";"1406.0";"0.45";"146";"";"ParabolicSAR";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"14.55";"N/A";"1.26";"1.26"
"Strategy 2.15.43";"FAILED";"8";"190";"-986.0";"-0.47";"-5.19";"2118.0";"-0.52";"257";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-9.86";"N/A";"-0.51";"-0.51"
"Strategy 3.15.32";"PASSED";"7";"226";"429.0";"0.34";"1.9";"1245.0";"0.69";"122";"";"HullMovingAverage";"BollingerBands,Open";"ExitAfterXBars";"0.0";"4.29";"N/A";"0.37";"0.37"
"Strategy 3.3.30";"PASSED";"8";"135";"1745.0";"6.39";"12.93";"273.0";"0.79";"52";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"17.45";"N/A";"6.95";"6.95"
"Strategy 5.17.40";"FAILED";"11";"163";"-373.0";"-0.18";"-2.29";"2099.0";"-0.44";"245";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-3.73";"N/A";"-0.21";"-0.21"
"Strategy 3.15.41";"PASSED";"7";"171";"1431.0";"1.27";"8.37";"1123.0";"0.66";"70";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"14.31";"N/A";"1.6";"1.6"
"Strategy 4.17.50";"FAILED";"7";"187";"-59.0";"-0.04";"-0.32";"1565.0";"-0.35";"147";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-0.59";"N/A";"-0.04";"-0.04"
"Strategy 3.3.35";"PASSED";"8";"132";"1327.0";"1.86";"10.05";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.27";"N/A";"2.16";"2.16"
"Strategy 4.17.44";"PASSED";"8";"220";"120.0";"0.08";"0.55";"1594.0";"0.44";"147";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"1.2";"N/A";"0.09";"0.09"
"Strategy 1.8.43";"FAILED";"5";"128";"1176.0";"2.11";"9.19";"557.0";"0.66";"174";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"11.76";"N/A";"2.39";"2.39"
"Strategy 4.9.42(1)";"FAILED";"6";"137";"3426.0";"7.46";"25.01";"459.0";"0.76";"49";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"34.26";"N/A";"8.34";"8.34"
"Strategy 1.27.42";"PASSED";"8";"194";"2498.0";"2.4";"12.88";"1042.0";"0.58";"105";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"24.98";"N/A";"3.24";"3.24"
"Strategy 5.4.53";"PASSED";"8";"124";"3560.0";"5.32";"28.71";"669.0";"0.59";"174";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"35.6";"N/A";"7.45";"7.45"
"Strategy 3.3.48";"FAILED";"8";"153";"1020.0";"0.51";"6.67";"2011.0";"0.37";"148";"";"HullMovingAverage";"KeltnerChannel,SRPercentRank";"ExitAfterXBars";"0.0";"10.2";"N/A";"0.66";"0.66"
"Strategy 2.15.45";"FAILED";"9";"58";"-149.0";"-0.14";"-2.57";"1042.0";"-0.77";"208";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"-1.49";"N/A";"-0.15";"-0.15"
"Strategy 4.8.36";"FAILED";"8";"124";"-455.0";"-0.28";"-3.67";"1628.0";"-0.43";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.55";"N/A";"-0.31";"-0.31"
"Strategy 1.8.31";"FAILED";"5";"226";"-338.0";"-0.33";"-1.5";"1012.0";"-0.51";"174";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"-3.38";"N/A";"-0.35";"-0.35"
"Strategy 4.17.43";"PASSED";"6";"172";"628.0";"0.34";"3.65";"1821.0";"0.33";"148";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"6.28";"N/A";"0.43";"0.43"
"Strategy 3.3.51";"FAILED";"8";"175";"-431.0";"-0.2";"-2.46";"2159.0";"-0.45";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-4.31";"N/A";"-0.23";"-0.23"
"Strategy 4.17.42";"PASSED";"6";"184";"1971.0";"1.36";"10.71";"1444.0";"0.61";"106";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"19.71";"N/A";"1.82";"1.82"
"Strategy 3.15.46";"PASSED";"5";"195";"1693.0";"1.21";"8.68";"1398.0";"0.49";"110";"";"LowestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"16.93";"N/A";"1.54";"1.54"
"Strategy 2.9.40(1)";"PASSED";"7";"159";"980.0";"0.87";"6.16";"1122.0";"0.5";"110";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"9.8";"N/A";"1.05";"1.05"
"Strategy 2.15.51";"PASSED";"6";"191";"1406.0";"0.81";"7.36";"1737.0";"0.45";"154";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"14.06";"N/A";"0.99";"0.99"
"Strategy 3.15.49";"PASSED";"8";"174";"882.0";"0.61";"5.07";"1457.0";"0.37";"147";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"8.82";"N/A";"0.74";"0.74"
"Strategy 4.17.39";"PASSED";"7";"154";"288.0";"0.15";"1.87";"1903.0";"0.23";"147";"";"LinearRegression";"KeltnerChannel";"ExitAfterXBars";"0.0";"2.88";"N/A";"0.18";"0.18"
"Strategy 4.8.34";"FAILED";"8";"194";"-553.0";"-0.28";"-2.85";"1994.0";"-0.71";"268";"";"HullMovingAverage,MTATR";"HeikenAshiClose,Lowest";"ExitAfterXBars";"0.0";"-5.53";"N/A";"-0.3";"-0.3"
"Strategy 2.10.27(1)";"PASSED";"8";"210";"892.0";"0.73";"4.25";"1230.0";"0.44";"120";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"8.92";"N/A";"0.85";"0.85"
"Strategy 4.12.41(1)";"FAILED";"6";"127";"-1118.0";"-0.74";"-8.8";"1508.0";"-0.71";"245";"";"HullMovingAverage";"CloseD,HeikenAshiClose";"ExitAfterXBars";"0.0";"-11.18";"N/A";"-0.77";"-0.77"
"Strategy 3.11.44(1)";"FAILED";"8";"124";"-94.0";"-0.07";"-0.76";"1255.0";"-0.64";"163";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-0.94";"N/A";"-0.08";"-0.08"
"Strategy 3.5.41";"FAILED";"8";"125";"-699.0";"-0.33";"-5.59";"2118.0";"-0.5";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-6.99";"N/A";"-0.38";"-0.38"
"Strategy 4.8.33";"FAILED";"8";"125";"-998.0";"-0.46";"-7.98";"2190.0";"-0.59";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-9.98";"N/A";"-0.51";"-0.51"
"Strategy 3.5.34";"PASSED";"8";"135";"1226.0";"1.56";"9.08";"784.0";"0.61";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"12.26";"N/A";"1.87";"1.87"
"Strategy 4.8.31";"FAILED";"7";"141";"367.0";"0.28";"2.6";"1309.0";"0.66";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"3.67";"N/A";"0.3";"0.3"
"Strategy 4.8.39";"PASSED";"6";"127";"3042.0";"4.25";"23.95";"716.0";"0.56";"174";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"30.42";"N/A";"5.79";"5.79"
"Strategy 4.17.31";"FAILED";"5";"163";"-717.0";"-0.44";"-4.4";"1613.0";"-0.41";"163";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.17";"N/A";"-0.48";"-0.48"
"Strategy 4.17.30";"FAILED";"8";"181";"-714.0";"-0.62";"-3.94";"1158.0";"-0.59";"249";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-7.14";"N/A";"-0.64";"-0.64"
"Strategy 4.8.42";"PASSED";"7";"125";"2061.0";"7.33";"16.49";"281.0";"0.77";"55";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"20.61";"N/A";"7.99";"7.99"
"Strategy 5.4.44";"FAILED";"9";"123";"840.0";"0.77";"6.83";"1090.0";"0.56";"130";"";"HeikenAshiOpen";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"8.4";"N/A";"0.92";"0.92"
"Strategy 1.29.40";"PASSED";"7";"91";"209.0";"0.18";"2.3";"1180.0";"0.27";"245";"";"LowestInRange,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"2.09";"N/A";"0.2";"0.2"
"Strategy 3.4.43(1)";"FAILED";"8";"148";"-113.0";"-0.05";"-0.76";"2445.0";"-0.31";"148";"";"HullMovingAverage";"KeltnerChannel,SRPercentRank";"ExitAfterXBars";"0.0";"-1.13";"N/A";"-0.06";"-0.06"
"Strategy 3.15.51";"FAILED";"8";"99";"-418.0";"-0.28";"-4.22";"1510.0";"-0.59";"244";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"-4.18";"N/A";"-0.31";"-0.31"
"Strategy 1.30.29";"PASSED";"8";"185";"2061.0";"2.73";"11.14";"755.0";"0.7";"110";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"20.61";"N/A";"3.49";"3.49"
"Strategy 3.27.31";"FAILED";"9";"92";"-717.0";"-0.47";"-7.79";"1531.0";"-0.5";"244";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"-7.17";"N/A";"-0.51";"-0.51"
"Strategy 4.8.52";"FAILED";"12";"110";"-262.0";"-0.34";"-2.38";"762.0";"-0.7";"314";"";"ATR,HullMovingAverage";"GannHiLo,LinearRegression,SMA,SuperTrend";"ExitAfterXBars";"0.0";"-2.62";"N/A";"-0.35";"-0.35"
"Strategy 3.4.43(2)";"FAILED";"7";"137";"4534.0";"6.76";"33.09";"671.0";"0.63";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"45.34";"N/A";"10.14";"10.14"
"Strategy 4.8.44";"PASSED";"7";"141";"2518.0";"3.5";"17.86";"720.0";"0.74";"54";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.18";"N/A";"3.86";"3.86"
"Strategy 1.17.29";"PASSED";"7";"151";"1191.0";"0.67";"7.89";"1785.0";"0.5";"64";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"11.91";"N/A";"0.86";"0.86"
